dzr_sng_id,MSD_sng_id,MSD_track_id,valence,arousal,artist_name,track_name,mode,tempo,loudness,quadrant
595070,SOXAOZI12A8C139BB1,TRBGRXO128F4282115,-0.16308128131,-0.643957258308,Howie Day,Collide,1,180.07299999999995,-12.316,3
601442,SOANUME12A8C1368DF,TRALQZK128F429802D,-1.34400722455,0.0048601253478000005,Kings Of Leon,Day Old Blues,1,85.855,-10.831,2
607984,SODIDOO12A58A794E4,TRBIBGN128F42ADC66,0.815392789182,0.662457175897,Phantom Planet,The Meantime,1,122.488,-4.507,1
858220,SOHUEFC12A8AE4827A,TRAVMRI128F4259E76,0.7371668409190001,-0.729559010552,Sade,Paradise,0,80.292,-8.183,4
859059,SOQXGVE12CF5F86D20,TRBDWRY128F427991E,-1.04838590843,0.335195092328,Stevie Ray Vaughan And Double Trouble,Tin Pan Alley (aka Roughest Place In Town),0,113.447,-17.293,2
863163,SOVYZIA12A8C136E0D,TRAFOKY128F4276D91,-1.36219930554,-0.8125268627240001,Dead Prez,Assassination,1,170.081,-6.72,3
863166,SOSYPCS12A8C136D12,TRADXMA128F4276D94,-1.05657234488,0.736206377828,Dead Prez,Be Healthy,0,94.905,-8.328,2
919361,SOPZHFK12A8C135493,TRBBQFV128F4252EFF,0.3733252210800001,-0.923150665621,Jack Johnson,Adrift,1,241.818,-15.967,4
962194,SOFJOVY12A8AE45ABB,TRBEAMO128F425B75F,-1.9352498567900005,-0.655809808621,Christina Aguilera,Cruz,1,139.629,-5.426,3
994218,SOSJQKV12A8AE46270,TRACKAP128F425B741,-1.25850444389,-0.337766375293,Christina Aguilera,Walk Away,0,152.214,-6.774,3
1126527,SOKBBXO12A6701DEA0,TRAAGEC128E079252C,-0.7673182571089999,-0.190267971431,Nine Inch Nails,Metal,0,63.017,-12.951,3
1171964,SOLDPNN12A6D4F7B46,TRBABQW128F148C7FB,0.722613176124,-0.0381602424484,Chris Rea,Josephine,0,168.93200000000004,-11.082,4
1184425,SODZIBG12A8C13F4F3,TRAEZLQ128F427F954,0.0103932052928,-0.345832694254,Snow Patrol,Chasing Cars,1,106.002,-6.621,4
1567841,SOZVTQM12CF5F88285,TRAECVW128E078884D,-0.663623395455,0.459646870586,Rise Against,State Of The Union,0,132.045,-3.619,2
1567862,SOQHWMN12A6701E2D9,TRAWRKT128E0788857,0.164571091699,-0.5520999934049999,Rise Against,Swing Life Away,1,184.591,-7.6789999999999985,4
2171508,SOLFDCM12A6D4F7A7C,TRACNAS128F14567C6,-1.4877246643900002,-0.360813000897,Tom Petty And The Heartbreakers,Mary Jane's Last Dance,0,168.946,-8.962,3
2236298,SOQIDYH12A6D4F79EA,TRAWTGS128F14569A8,-1.40040267563,1.5382289488299998,Leona Naess,Chase,1,93.259,-5.769,2
2253495,SOPXTAX12A6D4F573B,TRAKQXJ128F147A028,-1.39494505133,0.427381594741,AFI,Summer Shudder,1,170.046,-4.183,2
2423901,SOPIFJT12A81C221AC,TRBBQPP128F92EE611,1.25927956538,1.12646257138,Bob Marley & The Wailers,Three Little Birds,0,148.684,-8.959,1
2958553,SOMHGMP12A6D4F5904,TRANCJG128F14528B4,-0.67453864405,-0.08425349365530001,Thrice,The Earth Will Shake,0,125.019,-5.2570000000000014,3
3332223,SODJBBD12A58A7EC47,TRBESBZ12903CA0A95,0.286003232319,0.505740121793,Minnie Riperton,Les Fleurs,0,151.752,-10.321,1
3360090,SOYDZUT12A8C13677D,TRAMRFE128F4267DF3,0.3733252210800001,-0.923150665621,Mando Diao,Annie's Angle,1,150.276,-4.8,4
3404826,SOQNPQX12A8C135E46,TRAMESI128F93509F7,1.17832480497,1.18331091453,Britt Nicole,Set The World On Fire,1,120.008,-4.58,1
3404831,SODPMFZ12A8C135E5A,TRALBIA128F4272082,0.815392789182,0.662457175897,Britt Nicole,Good Day,1,132.02100000000002,-3.092,1
4633530,SOYVHRG12AB0182A0F,TRAMCJI128F93335AF,1.0719011311700002,0.8468301807240001,Snow Patrol,Just Say Yes,1,89.34700000000002,-4.815,1
4952874,SODYMIJ12AB018C2D5,TRAVMXD12903CBBD0B,0.482477707031,-0.471436803793,Jimi Hendrix,Once I Had A Woman,0,86.992,-13.615,4
6123749,SOGCDYR12AC961854A,TRAEUIW12903D018F0,0.678952181743,-2.33360415255,Jack Johnson,You And Your Heart,1,107.042,-7.045,4
7472038,SOBDENU12CF5465247,TRARANL128F1478789,0.3733252210800001,-0.923150665621,Rise Against,Drones,0,209.141,-3.696,4
7753192,SOZQHDM12A67020FA7,TRAPEIN128E078892E,-1.04838590843,0.335195092328,The Smashing Pumpkins,Rotten Apples,1,88.794,-16.358,2
7753504,SOMOUQV12A6701CD7B,TRASWIV128E0788A84,0.951833396621,2.423219372,The Smashing Pumpkins,Real Love,1,152.999,-4.673,1
7818890,SODLKUO12A8C13CA35,TRAERPT128F931103E,-1.04838590843,0.335195092328,The Rolling Stones,Time Is On My Side,1,107.455,-7.343,2
9919148,SOTDNWF12AB0186452,TRALTKQ128F932DA67,-0.868284306613,1.46678440946,Atari Teenage Riot,Revolution Action,0,100.341,-5.5470000000000015,2
11013117,SOZYDBD12AF72A30E7,TRAQQHJ128F9345DC3,-1.70057201199,1.84244440679,Rise Against,1000 Good Intentions,1,155.411,-5.794,2
13792833,SONJNMA12A6701DFDE,TRBBCUA128E078FA50,0.526138701412,-1.62837740909,Jack Johnson,Inaudible Melodies,0,147.602,-15.218,4
13792845,SOODZRY12A6D4F81A0,TRBCUBV128F145F7E9,-0.0523694741291,-0.8309641632070001,Jack Johnson,It's All Understood,1,131.4,-15.901,3
15215888,SOPGYHQ12A8AE47B30,TRBIGRY128F42597B3,0.12955133578800002,0.21996196431,Sade,All About Our Love,1,161.991,-8.211,1
15216157,SOLMKME12B0B8081D3,TRBCNGI128F42597B4,-0.315699846486,-0.201791284233,Sade,Slave Song,0,118.023,-10.007,3
15979960,SOJZXAM12AB0180ED6,TRAZDTT128F9346306,-1.74423300637,1.3354186435200002,The Shangri-Las,Out in the Streets,0,105.832,-11.219,2
17938111,SOHGNJI12AB018217A,TRARVEY128F9300AC3,-0.719109242482,-0.194877296552,Thrice,Red Sky,1,137.91299999999998,-9.425,3
17967281,SOACEDS12A6701EAAA,TRASNOT128E0791785,-0.74275894777,-1.3656458772100002,Semisonic,Gone To The Movies,1,97.995,-10.185,3
18082708,SOISFRK12A6D4F573D,TRAPHZT128F147A02B,-1.07203561372,0.793054720986,AFI,Affliction,1,113.471,-5.711,2
61793497,SOSKQWN12A58A7D155,TRALIHL128E0791C9A,-0.710922806036,-0.373104534549,Rainbow,Rainbow Eyes,0,135.20600000000002,-23.44,3
64937585,SOZGQLE12AB018672C,TRAPGKY128F42972A9,-1.40040267563,1.5382289488299998,Alexisonfire,Mailbox Arson,1,89.89,-4.829,2
66863869,SOPWKOX12A8C139D43,TRAIELD128F92DC682,-0.530821204217,1.34771017717,Kings Of Leon,Genius,1,125.875,-6.5379999999999985,2
72370380,SOEGTGH12A6D4F7DF4,TRAHZMM128E07838FF,-0.317973856612,-0.399224043572,Wet Wet Wet,Goodnight Girl,1,93.156,-4.925,3
79588624,SOKJBKQ12A8C143666,TRAFRYJ128F92E638B,0.815392789182,0.662457175897,Nine Inch Nails,Memorabilia,0,133.903,-6.9620000000000015,1
80273756,SODQFQC12A8C13FD7A,TRBCANP128F92FA6B9,-0.316674422256,-0.356862150789,Evanescence,Good Enough,1,91.371,-12.527,3
86836327,SOEHISP12AB0188417,TRBAXDP12903CD1922,-1.74423300637,1.3354186435200002,AFI,Darling_ I Want To Destroy You,1,157.944,-4.346,2
109859280,SODHVES12A6701CE6B,TRAAEEH128E0795DFE,1.0719011311700002,0.8468301807240001,Chris Rea,Driving Home For Christmas,1,180.149,-8.531,1
